ErrorValue_1,AccuracyValue_1,ErrorValue_2,AccuracyValue_2,ErrorValue_3,AccuracyValue_3,ErrorValue_4,AccuracyValue_4,ErrorValue_5,AccuracyValue_5,ErrorValue_6,AccuracyValue_6,ErrorValue_7,AccuracyValue_7,ErrorValue_8,AccuracyValue_8,ErrorValue_9,AccuracyValue_9,ErrorValue_10,AccuracyValue_10,ErrorValue_11,AccuracyValue_11,ErrorValue_12,AccuracyValue_12,ErrorValue_13,AccuracyValue_13,ErrorValue_14,AccuracyValue_14,ErrorValue_15,AccuracyValue_15,ErrorValue_16,AccuracyValue_16,ErrorValue_17,AccuracyValue_17,ErrorValue_18,AccuracyValue_18,ErrorValue_19,AccuracyValue_19,ErrorValue_20,AccuracyValue_20,ErrorValue_21,AccuracyValue_21,ErrorValue_22,AccuracyValue_22,ErrorValue_23,AccuracyValue_23,ErrorValue_24,AccuracyValue_24,ErrorValue_25,AccuracyValue_25,ErrorValue_26,AccuracyValue_26,ErrorValue_27,AccuracyValue_27,ErrorValue_28,AccuracyValue_28,ErrorValue_29,AccuracyValue_29,ErrorValue_30,AccuracyValue_30,ErrorValue_31,AccuracyValue_31,ErrorValue_32,AccuracyValue_32,ErrorValue_33,AccuracyValue_33,ErrorValue_34,AccuracyValue_34,ErrorValue_35,AccuracyValue_35,ErrorValue_36,AccuracyValue_36,ErrorValue_37,AccuracyValue_37,ErrorValue_38,AccuracyValue_38,ErrorValue_39,AccuracyValue_39,ErrorValue_40,AccuracyValue_40,ErrorValue_41,AccuracyValue_41,ErrorValue_42,AccuracyValue_42,ErrorValue_43,AccuracyValue_43,ErrorValue_44,AccuracyValue_44,ErrorValue_45,AccuracyValue_45,ErrorValue_46,AccuracyValue_46,ErrorValue_47,AccuracyValue_47,ErrorValue_48,AccuracyValue_48,ErrorValue_49,AccuracyValue_49,ErrorValue_50,AccuracyValue_50,ErrorValue_51,AccuracyValue_51,ErrorValue_52,AccuracyValue_52,ErrorValue_53,AccuracyValue_53,ErrorValue_54,AccuracyValue_54,ErrorValue_55,AccuracyValue_55,ErrorValue_56,AccuracyValue_56,ErrorValue_57,AccuracyValue_57,ErrorValue_58,AccuracyValue_58,ErrorValue_59,AccuracyValue_59,ErrorValue_60,AccuracyValue_60,ErrorValue_61,AccuracyValue_61,ErrorValue_62,AccuracyValue_62,ErrorValue_63,AccuracyValue_63,ErrorValue_64,AccuracyValue_64,ErrorValue_65,AccuracyValue_65,ErrorValue_66,AccuracyValue_66,ErrorValue_67,AccuracyValue_67,ErrorValue_68,AccuracyValue_68,ErrorValue_69,AccuracyValue_69,ErrorValue_70,AccuracyValue_70,ErrorValue_71,AccuracyValue_71,ErrorValue_72,AccuracyValue_72,ErrorValue_73,AccuracyValue_73,ErrorValue_74,AccuracyValue_74,ErrorValue_75,AccuracyValue_75,ErrorValue_76,AccuracyValue_76,ErrorValue_77,AccuracyValue_77,ErrorValue_78,AccuracyValue_78,ErrorValue_79,AccuracyValue_79,ErrorValue_80,AccuracyValue_80,ErrorValue_81,AccuracyValue_81,ErrorValue_82,AccuracyValue_82,ErrorValue_83,AccuracyValue_83,ErrorValue_84,AccuracyValue_84,ErrorValue_85,AccuracyValue_85,ErrorValue_86,AccuracyValue_86,ErrorValue_87,AccuracyValue_87,ErrorValue_88,AccuracyValue_88,ErrorValue_89,AccuracyValue_89,ErrorValue_90,AccuracyValue_90,ErrorValue_91,AccuracyValue_91,ErrorValue_92,AccuracyValue_92,ErrorValue_93,AccuracyValue_93,ErrorValue_94,AccuracyValue_94,ErrorValue_95,AccuracyValue_95
75,3.0466318e-37,62,6.7042915e-30,19,3.0439636e-20,36,2.3008283e-22,72,0.0,45,7.2813345e-24,59,3.8675553e-20,48,9.280313e-27,42,1.0218113e-27,78,9.3797743e-32,77,6.3103334e-32,20,3.315404e-27,71,1.804019e-27,45,8.950548e-30,90,6.018138e-28,41,3.412673e-25,51,3.7665602e-22,50,1.649616e-29,52,1.941802e-34,18,2.4531058e-35,87,1.6002219e-10,39,5.9586213e-31,30,3.417026e-21,57,9.288966e-12,79,8.729884e-23,27,4.2631577e-23,47,8.4084373e-22,41,7.6690855e-29,78,1.7893884e-24,69,1.3281357e-21,18,5.74985e-14,43,2.4963338e-20,82,9.465934e-28,47,7.8797627e-22,53,2.358934e-12,14,2.7893134e-21,1,7.167039e-28,49,6.60697e-25,55,2.444222e-16,1,3.6671465e-24,57,3.664431e-28,15,9.552886e-24,88,1.5459027e-29,1,5.3915936e-25,81,6.5980678e-18,39,9.8042336e-14,48,1.2907843e-25,15,6.024187e-20,53,2.3235986e-21,72,4.860442e-22,29,1.5512156e-13,80,1.2982535e-24,17,2.1847864e-19,30,1.2958275e-24,49,5.3856916e-33,50,3.9510304e-23,77,3.2951544e-20,20,1.424817e-14,21,2.4723933e-28,94,1.0664518e-12,94,1.3979729e-23,34,1.165088e-19,91,5.1986155e-23,10,1.7545378e-14,7,3.1727582e-23,39,1.1498618e-28,65,2.0628075e-28,77,1.2510219e-23,55,5.2149477e-22,74,1.071147e-21,5,9.316564e-27,3,7.3854886e-24,44,1.7346746e-24,19,1.8626667e-24,11,2.854393e-28,16,1.781724e-18,33,1.6207769e-15,20,4.0840055e-24,93,1.28531314e-20,49,2.8162584e-19,12,9.306555e-16,61,3.2969226e-31,87,2.30748e-20,70,5.745463e-20,34,3.594239e-24,10,7.000062e-16,4,7.3211995e-24,5,1.0126015e-22,62,3.4777752e-22,6,7.685627e-20,66,2.8981818e-25,17,4.1746015e-27,59,8.436701e-19,26,2.1009388e-21,60,1.2238729e-24
72,2.0504274e-37,32,2.1973542e-30,68,2.4643998e-20,92,1.7678585e-22,71,0.0,69,6.656364e-24,70,2.86365e-20,57,8.855336e-27,7,1.2375991e-28,38,3.7447903e-32,15,1.9142191e-32,69,1.9822343e-27,63,2.9198225e-28,22,2.760824e-30,58,4.2790076e-28,17,2.1243346e-25,54,2.9242051e-22,65,1.2860462e-29,79,7.210732e-35,37,7.024406e-36,16,1.2731027e-10,73,1.8934066e-31,87,2.348369e-21,12,9.242822e-12,45,9.234918e-24,33,2.2983013e-23,22,1.6516065e-22,9,8.638679e-30,20,6.469052e-25,23,1.1985486e-21,23,4.706372e-14,31,6.7042746e-21,66,8.970856e-28,53,6.862555e-22,20,2.2543736e-12,74,1.0926234e-21,28,5.894726e-28,10,1.1082539e-25,22,1.1303514e-16,73,7.1632056e-25,30,2.3962536e-28,52,7.999475e-24,53,8.032959e-30,23,8.112093e-27,72,3.947423e-18,43,7.121279e-14,26,8.625218e-26,44,2.3604558e-20,1,5.6493073e-22,5,1.58034e-22,1,1.4207819e-13,70,9.239348e-25,69,3.8823997e-20,57,3.4556503e-25,29,5.2166467e-33,51,2.4980317e-23,90,1.8356117e-20,8,1.7767569e-15,49,2.3129083e-28,87,1.0490853e-12,16,1.2666688e-23,5,7.8121903e-20,67,5.190016e-23,23,1.6863508e-14,95,2.7489376e-23,70,2.3775312e-29,72,1.7492732e-28,92,1.119793e-23,14,3.8435896e-22,36,1.0135846e-21,91,7.475625e-27,5,4.591618e-24,6,7.7919036e-25,10,7.2145496e-26,95,2.375075e-28,10,7.590945e-19,62,1.8484865e-16,49,2.705672e-24,29,3.461578e-21,17,1.0612804e-19,78,4.106744e-16,27,2.5738236e-31,10,1.0287302e-20,90,5.516638e-20,7,1.9365664e-24,73,2.4654686e-16,8,4.6542056e-24,22,6.3543686e-23,59,1.03468126e-22,71,1.5992632e-20,23,2.4462458e-25,59,2.5493433e-27,6,1.2144394e-19,58,6.774671e-22,77,3.1225028e-25
70,1.6225537e-37,11,3.4784705e-31,26,7.869637e-21,57,1.2843365e-22,73,0.0,50,5.2186644e-24,83,1.6893455e-20,40,6.060831e-27,8,5.9622157e-29,30,2.650839e-32,57,2.6964235e-33,65,6.9350835e-28,47,2.0101873e-28,62,2.189714e-30,11,1.4899289e-28,93,1.0033345e-25,41,1.2724472e-22,72,4.5141026e-30,90,2.4657693e-35,39,5.490977e-36,19,1.194615e-10,48,1.0101635e-31,44,8.723315e-22,72,8.111119e-12,62,7.160487e-24,22,9.1523745e-24,39,3.446696e-23,95,5.7382044e-30,16,5.921205e-25,92,1.0816465e-21,92,4.335589e-14,81,3.3030437e-21,26,5.263765e-28,59,2.4767645e-22,18,2.7618828e-13,29,6.239037e-22,71,3.242809e-28,74,5.2203635e-26,94,8.520437e-17,78,6.7655526e-25,74,1.9733692e-28,95,4.9363677e-24,57,2.2636404e-30,63,4.520195e-27,31,4.956202e-19,84,6.2581674e-14,29,6.225797e-26,94,1.4161864e-20,23,1.1381303e-22,95,7.030019e-23,20,1.1612574e-13,61,1.2175829e-25,33,3.845521e-20,48,2.8649222e-25,61,2.7911625e-33,7,1.4715004e-23,22,4.9878995e-21,52,7.0784055e-16,48,6.1693404e-29,45,9.111308e-13,67,4.335644e-24,50,5.6005485e-20,78,3.0887492e-23,13,5.816523e-15,64,1.4088808e-23,32,4.5375286e-30,11,1.7105774e-28,29,9.090804e-24,76,3.213766e-23,94,5.981878e-22,10,3.7427544e-27,89,7.678195e-25,78,6.881553e-25,84,5.360907e-26,22,2.3366567e-28,57,6.7826065e-19,7,1.7308775e-16,65,2.5362134e-24,94,3.3046487e-21,2,7.7984514e-20,47,2.5889054e-16,36,6.741631e-32,51,9.94155e-21,69,1.5994364e-20,49,1.4413479e-24,48,1.5157708e-16,49,4.490614e-24,50,2.3381946e-23,90,9.4069467e-23,39,5.556163e-21,15,1.9550771e-25,90,1.1795145e-27,75,8.006832e-20,37,2.624162e-22,37,2.4152224e-25
14,9.75435e-38,42,2.960327e-31,37,5.0768347e-21,39,9.4567105e-23,80,0.0,92,4.405399e-24,53,1.3261343e-20,21,7.6413187e-28,16,4.7469337e-29,26,6.621153e-33,68,1.7061623e-33,1,2.915782e-28,25,2.754042e-29,67,1.35312575e-30,39,7.755286e-29,54,5.3922433e-26,10,8.9061853e-23,41,3.606157e-30,29,2.2598186e-35,33,4.857356e-36,62,8.805615e-11,82,6.3481203e-32,2,7.5257643e-22,66,7.943425e-12,20,6.631343e-24,19,6.9308e-24,72,1.0388174e-23,89,1.5812827e-30,84,3.4220581e-25,19,7.96167e-22,7,3.6469024e-14,54,2.501795e-21,53,5.1404962e-28,15,1.7178638e-22,92,1.5533058e-13,3,5.334883e-22,36,1.0759076e-28,31,1.0139612e-26,70,6.5258456e-17,5,3.317226e-25,67,1.9268989e-28,68,2.8839088e-24,1,4.872884e-31,83,5.8924973e-28,41,4.359424e-19,16,7.6021326e-15,25,3.4735687e-26,58,1.1104754e-20,32,4.0552805e-23,74,2.659068e-23,5,1.1495468e-13,20,6.084928e-26,49,2.5753868e-20,72,1.359819e-25,84,3.7233212e-34,57,1.03254525e-23,91,2.179584e-21,56,2.3067344e-16,57,5.7282573e-29,18,8.883014e-13,62,4.2090364e-24,86,4.391261e-20,37,2.5262873e-23,14,4.5444343e-15,74,5.7600205e-24,78,3.1303228e-30,54,1.3421354e-28,13,1.0905651e-24,8,5.853772e-25,77,8.933902e-23,19,2.7041886e-27,66,4.153151e-25,9,5.5829584e-25,61,2.924219e-26,4,7.7167085e-30,11,5.014935e-19,20,1.5656216e-16,50,1.2952079e-24,13,1.4925536e-21,56,4.9977054e-20,65,1.198093e-16,16,4.611515e-32,42,9.824754e-21,28,2.0007387e-21,80,8.100819e-25,59,6.331485e-17,62,3.2274794e-24,62,9.759131e-25,33,6.3216233e-23,83,1.5068047e-21,60,6.384628e-26,50,2.7284587e-28,58,5.646009e-20,29,2.708597e-23,41,1.4553262e-25
40,4.2809444e-38,30,1.1885482e-31,78,3.5002257e-21,51,8.0073964e-23,77,0.0,47,2.9424415e-24,67,2.9439845e-22,64,6.786433e-28,74,1.599941e-29,61,6.190834e-33,49,1.066769e-33,53,1.9387022e-28,59,2.2811438e-29,78,4.51556e-31,52,6.472789e-30,57,3.2891404e-26,87,3.8129204e-23,95,1.6481497e-30,86,2.0646802e-35,25,3.2968584e-37,53,2.5935438e-11,69,3.56418e-32,91,1.9778106e-22,23,4.9810624e-12,67,5.977428e-24,9,2.9297752e-24,83,9.323771e-24,37,2.2468634e-31,41,1.6963178e-25,47,5.8416824e-22,24,2.3790487e-14,74,2.4213105e-21,17,6.782825e-29,76,1.03937265e-22,87,1.04499864e-13,49,4.6592594e-22,49,8.304461e-29,53,7.117744e-27,5,5.4017025e-17,17,1.0745121e-25,58,1.234031e-29,93,2.1180657e-24,42,3.089181e-31,42,2.194009e-28,94,4.1628394e-19,29,5.123493e-15,79,1.2066864e-26,25,9.7547075e-21,83,1.0940945e-23,62,1.8502486e-23,79,5.117582e-14,34,1.4333333e-26,68,1.3564295e-20,33,1.28922e-25,80,2.6375926e-34,65,7.7959045e-24,17,1.8932652e-21,11,1.3828156e-16,50,5.2068287e-30,57,8.794491e-13,1,2.4754966e-25,88,1.993915e-20,8,2.0740996e-23,1,2.4897932e-15,78,4.880156e-24,24,9.302908e-31,74,5.077022e-29,79,8.290887e-25,32,2.2457773e-25,71,2.9079912e-23,65,2.2916034e-27,38,5.18145e-26,47,5.437572e-25,41,1.1856268e-26,83,5.9473815e-30,91,4.0745327e-19,19,1.4563167e-16,9,2.1523895e-25,83,1.3474996e-21,84,4.387202e-20,43,3.4390428e-17,42,8.33697e-33,62,7.849967e-21,32,4.978257e-22,62,3.7317307e-25,26,5.454709e-17,74,2.873472e-24,67,7.318794e-25,78,5.925016e-23,57,1.1880585e-21,56,6.181635e-26,78,4.2748483e-30,10,3.2385342e-20,87,2.3433263e-23,24,9.239224e-26
33,2.9278935e-38,31,7.5242124e-32,45,2.601534e-21,9,1.6560734e-23,79,0.0,54,1.4747516e-24,55,1.3776142e-22,66,3.922715e-28,45,9.542029e-30,18,5.2998272e-33,2,9.326344e-34,57,1.0184142e-28,55,2.2559099e-29,49,1.0137647e-31,31,4.666588e-30,87,1.8860801e-26,91,2.1601162e-23,60,7.7427184e-31,68,1.218021e-35,87,1.5113247e-37,92,1.4360632e-11,33,2.862086e-32,38,5.5037797e-23,15,4.779271e-12,52,3.4287922e-24,53,1.0130711e-24,4,7.5212405e-24,25,1.7470577e-31,91,1.0226939e-25,79,4.8953406e-22,12,2.2336864e-14,34,7.42132e-22,72,3.6258237e-29,95,5.6176565e-23,85,6.405578e-14,78,2.029169e-22,34,1.8151684e-29,75,4.5044054e-27,77,3.0838266e-17,26,4.1925162e-26,76,9.931996e-30,76,1.886565e-24,61,1.9556042e-31,11,1.1446987e-28,46,3.840199e-19,33,4.9912327e-15,40,9.751637e-27,83,5.670391e-21,70,2.5690632e-24,40,1.1071375e-23,23,4.9610005e-14,75,9.479827e-27,57,1.0988137e-20,74,2.4024671e-26,71,2.1917019e-34,49,2.5267536e-24,82,2.2174479e-22,19,6.5107386e-17,72,5.1622115e-30,29,7.231254e-13,56,1.3569416e-25,33,1.9388304e-20,71,1.8569142e-23,70,1.9974327e-15,40,5.4509584e-25,42,6.6824084e-31,16,7.582447e-30,73,4.389555e-25,17,2.5766028e-26,39,1.7754238e-23,17,1.6800942e-27,53,2.5216752e-26,22,2.4208554e-25,88,8.446536e-28,23,1.8325993e-30,64,3.8809818e-19,55,1.4465885e-16,4,1.5387951e-25,85,1.059219e-21,93,1.8251642e-20,6,2.9308948e-17,74,2.9086996e-33,39,4.4059864e-21,24,1.9754822e-23,20,2.2463522e-25,23,3.289132e-17,64,1.4213327e-24,51,5.565503e-27,45,7.447552e-24,47,4.7560083e-22,17,1.8867021e-26,83,2.2837666e-30,17,2.725996e-20,4,1.8105543e-23,50,7.765145e-26
48,1.7770091e-38,16,1.0085187e-32,48,3.0803585e-22,37,1.6258335e-23,81,0.0,65,1.3650725e-24,23,1.2819925e-22,90,3.4439756e-28,30,7.883026e-30,48,2.833592e-33,27,7.052526e-34,67,4.0986742e-30,68,6.244585e-30,54,9.4881925e-32,91,6.7315827e-31,2,9.07125e-27,88,1.1531039e-23,30,7.6768395e-31,47,9.218718e-37,27,1.4598836e-37,12,1.2856617e-11,43,3.1637516e-33,95,3.883384e-23,89,4.2051124e-12,19,1.6974981e-24,82,4.240317e-25,5,3.570581e-24,87,1.34261e-32,37,4.0273562e-26,26,2.6151744e-22,49,1.9232347e-14,4,1.4189687e-22,49,3.0814957e-29,75,3.5716444e-23,12,5.81738e-14,91,1.2210498e-22,15,4.480414e-30,95,2.9109378e-27,88,1.5778667e-17,56,2.687518e-26,5,8.9257e-30,12,6.591868e-25,55,4.0980437e-32,19,6.013299e-29,74,9.8500015e-20,79,3.6109108e-15,27,6.69471e-27,57,3.519228e-21,22,1.1616529e-24,20,9.550568e-24,94,4.88378e-14,2,3.7366635e-27,10,6.210353e-21,70,1.2793328e-26,8,1.0319587e-34,94,6.592411e-25,55,1.3107506e-22,71,1.5165541e-17,62,4.1699423e-30,15,6.9941486e-13,75,1.3466386e-25,76,4.8885736e-21,45,6.665354e-24,77,1.9739135e-15,2,4.3706217e-25,17,3.3674142e-31,63,5.355594e-30,57,2.2489722e-25,35,2.4739277e-26,82,3.6228228e-24,12,1.6759847e-27,50,2.0378192e-26,68,1.3990433e-25,94,1.670177e-28,79,1.1902682e-30,41,1.5855014e-19,66,2.2264438e-17,57,7.487654e-26,5,7.611507e-22,58,1.7936764e-20,59,2.6522402e-17,76,1.814976e-33,57,1.5158179e-21,54,5.4080273e-24,83,6.898401e-26,7,2.9206533e-17,30,1.3470467e-24,17,2.310861e-27,72,2.6119244e-24,8,3.233507e-22,32,8.5587726e-27,33,1.3489536e-30,23,1.62973e-20,42,1.2208929e-23,15,4.3155286e-26
54,1.6673728e-38,37,3.043465e-34,95,2.7881212e-22,15,1.1238944e-23,82,0.0,1,1.8704356e-25,32,2.9370958e-23,27,2.0892117e-28,39,2.5438653e-30,72,2.1573284e-33,66,4.0422829e-35,27,1.7389603e-30,74,4.033068e-30,83,2.3731668e-33,79,4.8038763e-31,92,3.4865822e-27,32,1.1454186e-23,84,6.3854804e-31,40,2.26362e-38,43,3.4144195e-38,83,1.10646995e-11,38,2.4112664e-33,33,3.6978126e-23,94,2.5793497e-12,42,8.804287e-25,78,1.0526756e-25,62,1.7320163e-24,42,6.860206e-33,94,3.340082e-26,94,2.2591563e-22,85,8.750229e-15,20,1.1955298e-22,52,1.7460451e-29,93,2.0600716e-23,40,2.988642e-14,62,8.26831e-23,89,1.7703682e-30,36,5.301333e-28,4,9.211096e-18,32,1.5428998e-26,49,2.6289075e-30,2,6.23425e-25,95,1.8324648e-32,66,5.435258e-29,39,6.294617e-20,44,1.1892132e-15,71,4.6337354e-27,84,2.5380654e-21,55,2.1182727e-25,71,7.3872895e-24,40,3.8226848e-14,25,3.647835e-27,51,4.2823997e-21,17,4.8069967e-27,75,4.4768972e-35,22,5.1721143e-25,76,8.0575155e-23,84,9.221835e-18,78,1.934755e-30,23,6.870286e-13,82,5.872893e-26,94,9.257681e-22,79,4.705809e-24,73,1.7758623e-15,12,2.5007958e-25,33,2.1620908e-31,23,2.974317e-30,26,1.136771e-25,81,1.8849751e-26,93,1.6516533e-24,32,6.1025175e-28,84,3.9075378e-27,57,5.5712334e-26,85,6.422719e-29,28,1.1583826e-32,52,1.1978224e-19,8,3.953484e-18,29,2.2420948e-26,95,1.665838e-22,79,1.062483e-20,5,2.4854451e-17,34,1.7394497e-33,72,1.4484907e-21,85,3.7679302e-24,77,1.426637e-26,15,2.2992871e-17,75,8.516874e-25,54,1.8917622e-27,54,2.1775296e-24,32,2.6730333e-22,70,1.0900742e-27,82,5.369329e-31,89,6.6879645e-21,34,1.1749815e-23,1,7.516047e-27
24,0.0,52,2.9685888e-34,51,2.508406e-22,89,2.060544e-24,83,0.0,79,1.6254098e-25,56,1.2340889e-23,95,1.8012603e-28,61,2.058646e-31,23,8.9124455e-35,29,2.7287882e-35,83,1.200341e-30,42,2.8479416e-30,47,1.9363018e-33,7,4.651035e-31,9,1.4206057e-27,55,1.04404605e-23,54,2.6513045e-31,91,0.0,88,0.0,71,7.39559e-12,51,2.355751e-33,92,1.1643144e-23,25,2.5181964e-12,5,8.076371e-25,17,9.0367345e-26,61,1.5501312e-24,88,5.2162e-34,45,1.900865e-26,83,5.02226e-23,16,4.4474617e-15,45,7.152491e-23,63,4.305129e-30,94,1.9392118e-23,3,2.926954e-14,47,6.2444626e-23,29,2.799335e-31,52,2.6291183e-29,52,3.9361853e-18,92,1.2712477e-26,17,8.657319e-31,71,4.293585e-25,18,9.651034e-33,24,4.0341826e-29,20,6.289097e-20,92,1.1495467e-15,23,1.47655165e-27,71,1.4248123e-21,42,1.5411888e-26,39,5.1735928e-24,57,3.704762e-14,39,3.3042803e-27,72,1.6534703e-21,65,2.7607102e-27,68,2.4986028e-35,80,2.7649503e-25,42,6.009621e-23,95,5.7384315e-18,18,1.8612605e-30,93,4.1588532e-13,81,1.4290989e-26,12,2.5004503e-22,61,1.099975e-24,43,1.2233372e-15,5,1.2324047e-25,7,1.5938174e-32,25,2.2667498e-30,81,7.912212e-26,59,1.2893554e-26,87,8.421351e-25,67,2.4771607e-28,17,2.135998e-27,50,5.251706e-27,18,1.1877391e-29,89,1.4976458e-33,14,1.005502e-19,53,1.5318397e-18,89,9.377905e-27,77,4.6757894e-23,5,8.864755e-21,49,1.4323436e-17,4,5.5971526e-34,43,2.003487e-22,93,2.217013e-24,53,1.2634532e-26,40,1.715052e-17,40,4.799087e-25,59,1.5714999e-27,17,1.2724405e-24,49,2.146696e-22,59,7.1660285e-28,1,9.2372127e-32,90,6.3843545e-21,93,4.891759e-24,32,6.6718165e-27
78,0.0,49,2.8282204e-34,31,2.3228894e-22,45,9.592551e-25,84,0.0,17,1.5823879e-25,15,1.0221632e-23,33,1.4239579e-28,58,1.9603167e-31,50,2.6955084e-35,75,9.9475435e-36,41,1.1263091e-30,79,2.0340282e-30,17,6.45401e-34,74,1.4449406e-31,28,6.858734e-28,19,9.3490265e-24,5,1.415389e-31,25,0.0,79,0.0,11,4.5530767e-12,18,3.41323e-34,43,1.0983881e-23,71,2.1470159e-12,34,6.7181387e-25,70,6.648494e-26,29,6.5792607e-25,63,2.0765558e-34,52,5.8819145e-27,54,3.1598606e-23,75,4.1772866e-15,76,5.810721e-23,1,2.6178951e-30,54,7.768222e-24,57,1.798034e-14,65,7.07995e-24,75,2.6624968e-31,41,1.8495619e-29,49,3.677125e-18,76,7.59595e-27,89,3.0620224e-31,49,4.2285193e-25,27,4.003156e-33,45,3.176362e-29,43,2.4201164e-20,12,1.1459741e-15,15,1.1099434e-27,53,1.1064495e-21,15,1.3948891e-26,29,9.816962e-25,89,2.7503009e-14,5,2.9832754e-29,82,8.1868954e-22,75,2.5141251e-27,64,2.3490475e-35,25,1.6165632e-25,1,1.6567598e-23,36,5.6310047e-18,12,1.5283819e-30,40,2.421169e-13,55,7.856727e-27,57,7.896882e-23,12,6.4367387e-25,68,1.1623975e-15,32,1.1506574e-25,55,1.3146945e-32,46,1.4604452e-30,32,7.726479e-26,42,1.0092739e-26,22,8.134464e-25,20,2.2615456e-28,21,3.6644522e-28,49,4.0075119e-28,56,1.333949e-30,73,2.98321e-34,51,9.7914196e-20,25,6.634767e-19,71,1.344763e-27,46,1.443054e-23,27,7.320991e-21,73,7.7403666e-18,53,1.4980457e-35,40,2.940261e-23,22,2.8356012e-25,74,7.805645e-27,91,1.092689e-17,89,4.567597e-25,33,5.0603564e-28,51,6.258201e-25,56,1.7994431e-22,50,9.3641025e-29,22,1.5345926e-32,12,5.718054e-21,85,1.5156101e-24,42,6.317086e-27
79,0.0,70,1.3434283e-34,24,1.1903553e-22,95,8.107311e-25,86,0.0,61,2.8880922e-26,33,9.558443e-24,34,7.0296605e-29,1,2.5400117e-33,31,4.7348606e-36,82,4.2771266e-37,71,1.1048952e-30,78,1.2275414e-30,42,6.432233e-34,33,3.2267173e-33,20,1.7052096e-29,6,2.2086344e-24,19,7.647927e-32,24,0.0,77,0.0,20,3.5402022e-12,17,2.3926193e-34,7,4.2513024e-24,1,3.2294013e-13,61,1.2078179e-25,90,5.3674626e-26,18,2.8599166e-25,75,7.261199e-35,50,5.020102e-27,20,1.468166e-23,87,2.5796158e-15,28,2.344763e-23,67,1.4091489e-30,11,7.512493e-24,71,1.1623736e-14,61,5.130442e-24,65,4.1564616e-32,72,1.1861763e-29,50,2.3877085e-18,77,1.4870325e-27,4,1.6393203e-31,45,2.6199441e-25,38,1.1162937e-33,18,3.114688e-29,58,1.1577125e-20,94,8.906014e-16,95,7.256698e-29,74,7.44523e-22,33,1.29234206e-26,51,3.807366e-25,19,2.3497661e-14,65,1.5562162e-29,65,6.3869395e-22,85,1.7203348e-27,91,1.258535e-35,20,8.919612e-26,67,1.3666035e-23,7,3.5488435e-18,29,8.906611e-31,39,2.3753853e-13,76,1.6391817e-27,49,5.905338e-23,43,4.717849e-25,12,1.0242365e-15,83,6.805415e-26,53,1.0503112e-32,57,1.6766384e-31,9,1.3078659e-26,68,8.155348e-27,32,7.219614e-25,24,1.8115415e-28,93,1.9379231e-28,74,1.8343667e-28,48,8.56714e-31,41,2.9696984e-34,88,5.1093783e-20,57,6.2781737e-19,39,6.3339175e-28,74,5.067374e-24,83,5.532755e-21,48,7.451651e-18,24,8.488719e-36,63,2.6955838e-23,2,2.2957267e-25,14,7.776905e-27,3,4.954513e-18,5,2.6681815e-25,78,3.391432e-28,79,5.5047123e-25,87,1.2409913e-22,63,4.3683218e-29,70,4.3166775e-33,43,5.5309767e-21,51,1.1025888e-24,51,1.8686239e-27
23,0.0,73,5.394542e-35,38,5.731904e-23,27,6.4118205e-25,93,0.0,36,7.966734e-27,42,7.859442e-24,69,8.599751e-30,37,1.6165016e-33,68,3.7092113e-36,65,1.4911385e-37,15,3.519112e-31,83,9.254734e-31,61,1.9334444e-34,57,2.5453091e-33,73,3.4571353e-30,79,2.1014076e-25,31,3.3832256e-32,23,0.0,80,0.0,18,2.629059e-12,76,1.3242162e-34,49,3.4882723e-24,32,1.9015006e-13,17,9.868757e-26,50,4.6884287e-26,32,2.3642709e-25,90,4.6612197e-35,79,4.8420236e-27,73,5.415585e-24,71,2.5465783e-15,60,5.021684e-24,77,6.6098913e-31,14,5.519158e-24,14,9.013981e-15,82,3.1467101e-24,45,3.1549842e-32,30,8.0116316e-30,46,1.7555426e-18,75,2.6892365e-29,21,9.272544e-32,35,2.2844938e-25,67,2.7021162e-34,37,2.3602559e-29,32,1.0863636e-20,75,8.5161566e-16,92,7.215129e-29,62,6.513742e-22,50,1.0119282e-26,44,2.800573e-25,66,1.9052485e-14,82,6.7434566e-31,93,4.6906795e-22,49,1.554703e-27,15,4.4125847e-36,86,7.7870395e-26,33,1.1628871e-23,57,8.4497456e-20,61,5.870226e-31,82,1.3881504e-13,45,2.3121268e-28,69,1.8173692e-23,15,1.9340605e-25,41,8.744865e-16,45,5.230368e-26,49,6.795924e-33,91,4.1887948e-32,48,8.2123124e-27,36,8.154446e-27,91,4.1020471e-25,88,1.0750483e-28,37,1.78827e-28,25,1.0454777e-28,23,2.256494e-31,57,2.8126836e-34,77,1.9360637e-20,36,2.3879766e-19,23,4.0670046e-28,40,1.763842e-24,57,4.864086e-21,52,6.5390116e-18,7,4.2154645e-37,19,1.3013926e-23,18,1.9331661e-25,17,2.4372538e-28,57,2.2331908e-18,79,1.8419521e-25,82,1.3852938e-28,83,5.2163516e-25,62,9.7823574e-23,55,2.652757e-29,81,7.1530034e-34,41,2.572408e-21,10,1.0796841e-24,55,8.809801e-28
